Entry	Entry name	Status	Protein names	Gene names	Organism	Length
Q16549	PCSK7_HUMAN	reviewed	Proprotein convertase subtilisin/kexin type 7 (EC 3.4.21.-) (Lymphoma proprotein convertase) (Prohormone convertase 7) (Proprotein convertase 7) (PC7) (Proprotein convertase 8) (PC8) (hPC8) (Subtilisin/kexin-like protease PC7)	PCSK7 LPC PC7 PC8 SPC7	Homo sapiens (Human)	785
P0DJD7	PEPA4_HUMAN	reviewed	Pepsin A-4 (EC 3.4.23.1) (Pepsinogen-4)	PGA4	Homo sapiens (Human)	388
Q6UW60	PCSK4_HUMAN	reviewed	Proprotein convertase subtilisin/kexin type 4 (EC 3.4.21.-) (Proprotein convertase 4) (PC4)	PCSK4 PC4 UNQ2757/PRO6496	Homo sapiens (Human)	755
Q7RTY7	OVCH1_HUMAN	reviewed	Ovochymase-1 (EC 3.4.21.-)	OVCH1	Homo sapiens (Human)	1134
Q96DC9	OTUB2_HUMAN	reviewed	Ubiquitin thioesterase OTUB2 (EC 3.4.19.12) (Deubiquitinating enzyme OTUB2) (OTU domain-containing ubiquitin aldehyde-binding protein 2) (Otubain-2) (Ubiquitin-specific-processing protease OTUB2)	OTUB2 C14orf137 OTB2 OTU2	Homo sapiens (Human)	234
Q9H300	PARL_HUMAN	reviewed	Presenilins-associated rhomboid-like protein, mitochondrial (EC 3.4.21.105) (Mitochondrial intramembrane cleaving protease PARL) [Cleaved into: P-beta (Pbeta)]	PARL PSARL PRO2207	Homo sapiens (Human)	379
Q8N6M0	OTU6B_HUMAN	reviewed	Deubiquitinase OTUD6B (EC 3.4.19.12) (DUBA-5) (OTU domain-containing protein 6B)	OTUD6B DUBA5 CGI-77	Homo sapiens (Human)	293
Q8TE49	OTU7A_HUMAN	reviewed	OTU domain-containing protein 7A (EC 3.4.19.12) (Zinc finger protein Cezanne 2)	OTUD7A C15orf16 CEZANNE2 OTUD7	Homo sapiens (Human)	926
Q6GQQ9	OTU7B_HUMAN	reviewed	OTU domain-containing protein 7B (EC 3.4.19.12) (Cellular zinc finger anti-NF-kappa-B protein) (Cezanne) (Zinc finger A20 domain-containing protein 1) (Zinc finger protein Cezanne)	OTUD7B ZA20D1	Homo sapiens (Human)	843
Q96FW1	OTUB1_HUMAN	reviewed	Ubiquitin thioesterase OTUB1 (EC 3.4.19.12) (Deubiquitinating enzyme OTUB1) (OTU domain-containing ubiquitin aldehyde-binding protein 1) (Otubain-1) (hOTU1) (Ubiquitin-specific-processing protease OTUB1)	OTUB1 OTB1 OTU1 HSPC263	Homo sapiens (Human)	271
Q9BXP8	PAPP2_HUMAN	reviewed	Pappalysin-2 (EC 3.4.24.-) (Pregnancy-associated plasma protein A2) (PAPP-A2) (Pregnancy-associated plasma protein E1) (PAPP-E)	PAPPA2 PLAC3	Homo sapiens (Human)	1791
P42785	PCP_HUMAN	reviewed	Lysosomal Pro-X carboxypeptidase (EC 3.4.16.2) (Angiotensinase C) (Lysosomal carboxypeptidase C) (Proline carboxypeptidase) (Prolylcarboxypeptidase) (PRCP)	PRCP PCP	Homo sapiens (Human)	496
Q7L8S5	OTU6A_HUMAN	reviewed	OTU domain-containing protein 6A (EC 3.4.19.12) (DUBA-2)	OTUD6A DUBA2	Homo sapiens (Human)	288
Q01804	OTUD4_HUMAN	reviewed	OTU domain-containing protein 4 (EC 3.4.19.12) (HIV-1-induced protein HIN-1)	OTUD4 HIN-1 KIAA1046	Homo sapiens (Human)	1114
Q7RTZ1	OVCH2_HUMAN	reviewed	Ovochymase-2 (EC 3.4.21.-) (Oviductin)	OVCH2 OVTN	Homo sapiens (Human)	564
Q92824	PCSK5_HUMAN	reviewed	Proprotein convertase subtilisin/kexin type 5 (EC 3.4.21.-) (Proprotein convertase 5) (PC5) (Proprotein convertase 6) (PC6) (hPC6) (Subtilisin/kexin-like protease PC5)	PCSK5 PC5 PC6	Homo sapiens (Human)	1860
Q8NBP7	PCSK9_HUMAN	reviewed	Proprotein convertase subtilisin/kexin type 9 (EC 3.4.21.-) (Neural apoptosis-regulated convertase 1) (NARC-1) (Proprotein convertase 9) (PC9) (Subtilisin/kexin-like protease PC9)	PCSK9 NARC1 PSEC0052	Homo sapiens (Human)	692
Q13219	PAPP1_HUMAN	reviewed	Pappalysin-1 (EC 3.4.24.79) (Insulin-like growth factor-dependent IGF-binding protein 4 protease) (IGF-dependent IGFBP-4 protease) (IGFBP-4ase) (Pregnancy-associated plasma protein A) (PAPP-A)	PAPPA	Homo sapiens (Human)	1627
Q5VVQ6	OTU1_HUMAN	reviewed	Ubiquitin thioesterase OTU1 (EC 3.4.19.12) (DUBA-8) (HIV-1-induced protease 7) (HIN-7) (HsHIN7) (OTU domain-containing protein 2)	YOD1 DUBA8 HIN7 OTUD2 PRO0907	Homo sapiens (Human)	348
Q96BN8	OTUL_HUMAN	reviewed	Ubiquitin thioesterase otulin (EC 3.4.19.12) (Deubiquitinating enzyme otulin) (OTU domain-containing deubiquitinase with linear linkage specificity) (Ubiquitin thioesterase Gumby)	OTULIN FAM105B	Homo sapiens (Human)	352
Q5VV17	OTUD1_HUMAN	reviewed	OTU domain-containing protein 1 (EC 3.4.19.12) (DUBA-7)	OTUD1 DUBA7 OTDC1	Homo sapiens (Human)	481
Q96G74	OTUD5_HUMAN	reviewed	OTU domain-containing protein 5 (EC 3.4.19.12) (Deubiquitinating enzyme A) (DUBA)	OTUD5	Homo sapiens (Human)	571
Q5T2D3	OTUD3_HUMAN	reviewed	OTU domain-containing protein 3 (EC 3.4.19.12)	OTUD3 KIAA0459	Homo sapiens (Human)	398
Q5K4E3	POLS2_HUMAN	reviewed	Polyserase-2 (EC 3.4.21.-) (Polyserine protease 2) (Serine protease 36)	PRSS36	Homo sapiens (Human)	855
P63128	POK9_HUMAN	reviewed	Endogenous retrovirus group K member 9 Pol protein (HERV-K(C6) Gag-Pol protein) (HERV-K109 Gag-Pol protein) (HERV-K_6q14.1 provirus ancestral Gag-Pol polyprotein) [Includes: Protease (EC 3.4.23.50) (PR) (Retropepsin); Reverse transcriptase/ribonuclease H (EC 2.7.7.49) (EC 2.7.7.7) (EC 3.1.26.4) (p66 RT)]	ERVK-9	Homo sapiens (Human)	1117
P00747	PLMN_HUMAN	reviewed	Plasminogen (EC 3.4.21.7) [Cleaved into: Plasmin heavy chain A; Activation peptide; Angiostatin; Plasmin heavy chain A, short form; Plasmin light chain B]	PLG	Homo sapiens (Human)	810
Q96E52	OMA1_HUMAN	reviewed	Metalloendopeptidase OMA1, mitochondrial (EC 3.4.24.-) (Metalloprotease-related protein 1) (MPRP-1) (Overlapping with the m-AAA protease 1 homolog)	OMA1 MPRP1	Homo sapiens (Human)	524
P52948	NUP98_HUMAN	reviewed	Nuclear pore complex protein Nup98-Nup96 (EC 3.4.21.-) [Cleaved into: Nuclear pore complex protein Nup98 (98 kDa nucleoporin) (Nucleoporin Nup98) (Nup98); Nuclear pore complex protein Nup96 (96 kDa nucleoporin) (Nucleoporin Nup96) (Nup96)]	NUP98 ADAR2	Homo sapiens (Human)	1817
P48147	PPCE_HUMAN	reviewed	Prolyl endopeptidase (PE) (EC 3.4.21.26) (Post-proline cleaving enzyme)	PREP PEP	Homo sapiens (Human)	710
Q4J6C6	PPCEL_HUMAN	reviewed	Prolyl endopeptidase-like (EC 3.4.21.-) (Prolylendopeptidase-like)	PREPL KIAA0436	Homo sapiens (Human)	727
P10619	PPGB_HUMAN	reviewed	Lysosomal protective protein (EC 3.4.16.5) (Carboxypeptidase C) (Carboxypeptidase L) (Cathepsin A) (Protective protein cathepsin A) (PPCA) (Protective protein for beta-galactosidase) [Cleaved into: Lysosomal protective protein 32 kDa chain; Lysosomal protective protein 20 kDa chain]	CTSA PPGB	Homo sapiens (Human)	480
Q5JRX3	PREP_HUMAN	reviewed	Presequence protease, mitochondrial (hPreP) (EC 3.4.24.-) (Pitrilysin metalloproteinase 1) (Metalloprotease 1) (hMP1)	PITRM1 KIAA1104 MP1	Homo sapiens (Human)	1037
P25787	PSA2_HUMAN	reviewed	Proteasome subunit alpha type-2 (EC 3.4.25.1) (Macropain subunit C3) (Multicatalytic endopeptidase complex subunit C3) (Proteasome component C3)	PSMA2 HC3 PSC3	Homo sapiens (Human)	234
P04070	PROC_HUMAN	reviewed	Vitamin K-dependent protein C (EC 3.4.21.69) (Anticoagulant protein C) (Autoprothrombin IIA) (Blood coagulation factor XIV) [Cleaved into: Vitamin K-dependent protein C light chain; Vitamin K-dependent protein C heavy chain; Activation peptide]	PROC	Homo sapiens (Human)	461
O14818	PSA7_HUMAN	reviewed	Proteasome subunit alpha type-7 (EC 3.4.25.1) (Proteasome subunit RC6-1) (Proteasome subunit XAPC7)	PSMA7 HSPC	Homo sapiens (Human)	248
P20618	PSB1_HUMAN	reviewed	Proteasome subunit beta type-1 (EC 3.4.25.1) (Macropain subunit C5) (Multicatalytic endopeptidase complex subunit C5) (Proteasome component C5) (Proteasome gamma chain)	PSMB1 PSC5	Homo sapiens (Human)	241
A6NEC2	PSAL_HUMAN	reviewed	Puromycin-sensitive aminopeptidase-like protein (EC 3.4.11.-)	NPEPPSL1	Homo sapiens (Human)	478
P49720	PSB3_HUMAN	reviewed	Proteasome subunit beta type-3 (EC 3.4.25.1) (Proteasome chain 13) (Proteasome component C10-II) (Proteasome theta chain)	PSMB3	Homo sapiens (Human)	205
P28074	PSB5_HUMAN	reviewed	Proteasome subunit beta type-5 (EC 3.4.25.1) (Macropain epsilon chain) (Multicatalytic endopeptidase complex epsilon chain) (Proteasome chain 6) (Proteasome epsilon chain) (Proteasome subunit MB1) (Proteasome subunit X)	PSMB5 LMPX MB1 X	Homo sapiens (Human)	263
A6NIE9	PRS29_HUMAN	reviewed	Putative serine protease 29 (EC 3.4.21.-) (Implantation serine proteinase 2-like protein) (ISP2-like protein)	PRSS29P ISP2	Homo sapiens (Human)	313
Q6UWY2	PRS57_HUMAN	reviewed	Serine protease 57 (EC 3.4.21.-) (Neutrophil serine protease 4) (NSP4) (Serine protease 1-like protein 1)	PRSS57 PRSSL1 UNQ782/PRO1599	Homo sapiens (Human)	283
A1L453	PRS38_HUMAN	reviewed	Serine protease 38 (EC 3.4.21.-) (Marapsin-2)	PRSS38 MPN2	Homo sapiens (Human)	326
E7EML9	PRS44_HUMAN	reviewed	Serine protease 44 (EC 3.4.21.-) (Testis serine protease 4) (TESSP-4)	PRSS44 TESSP4	Homo sapiens (Human)	344
P28066	PSA5_HUMAN	reviewed	Proteasome subunit alpha type-5 (EC 3.4.25.1) (Macropain zeta chain) (Multicatalytic endopeptidase complex zeta chain) (Proteasome zeta chain)	PSMA5	Homo sapiens (Human)	241
P60900	PSA6_HUMAN	reviewed	Proteasome subunit alpha type-6 (EC 3.4.25.1) (27 kDa prosomal protein) (PROS-27) (p27K) (Macropain iota chain) (Multicatalytic endopeptidase complex iota chain) (Proteasome iota chain)	PSMA6 PROS27	Homo sapiens (Human)	246
P40306	PSB10_HUMAN	reviewed	Proteasome subunit beta type-10 (EC 3.4.25.1) (Low molecular mass protein 10) (Macropain subunit MECl-1) (Multicatalytic endopeptidase complex subunit MECl-1) (Proteasome MECl-1) (Proteasome subunit beta-2i)	PSMB10 LMP10 MECL1	Homo sapiens (Human)	273
P55786	PSA_HUMAN	reviewed	Puromycin-sensitive aminopeptidase (PSA) (EC 3.4.11.14) (Cytosol alanyl aminopeptidase) (AAP-S)	NPEPPS PSA	Homo sapiens (Human)	919
P28070	PSB4_HUMAN	reviewed	Proteasome subunit beta type-4 (EC 3.4.25.1) (26 kDa prosomal protein) (HsBPROS26) (PROS-26) (Macropain beta chain) (Multicatalytic endopeptidase complex beta chain) (Proteasome beta chain) (Proteasome chain 3) (HsN3)	PSMB4 PROS26	Homo sapiens (Human)	264
P24158	PRTN3_HUMAN	reviewed	Myeloblastin (EC 3.4.21.76) (AGP7) (C-ANCA antigen) (Leukocyte proteinase 3) (PR-3) (PR3) (Neutrophil proteinase 4) (NP-4) (P29) (Wegener autoantigen)	PRTN3 MBN	Homo sapiens (Human)	256
P28065	PSB9_HUMAN	reviewed	Proteasome subunit beta type-9 (EC 3.4.25.1) (Low molecular mass protein 2) (Macropain chain 7) (Multicatalytic endopeptidase complex chain 7) (Proteasome chain 7) (Proteasome subunit beta-1i) (Really interesting new gene 12 protein)	PSMB9 LMP2 PSMB6i RING12	Homo sapiens (Human)	219
Q7RTY9	PRS41_HUMAN	reviewed	Serine protease 41 (EC 3.4.21.-) (Testis serine protease 1) (TESSP-1)	PRSS41 TESSP1	Homo sapiens (Human)	318
P25788	PSA3_HUMAN	reviewed	Proteasome subunit alpha type-3 (EC 3.4.25.1) (Macropain subunit C8) (Multicatalytic endopeptidase complex subunit C8) (Proteasome component C8)	PSMA3 HC8 PSC8	Homo sapiens (Human)	255
Q6UWB4	PRS55_HUMAN	reviewed	Serine protease 55 (EC 3.4.21.-) (Testis serine protease 1) (T-SP1)	PRSS55 TSP1 UNQ9391/PRO34284	Homo sapiens (Human)	352
Q8IYP2	PRS58_HUMAN	reviewed	Serine protease 58 (EC 3.4.21.4) (Trypsin-X3)	PRSS58 TRY1 TRYX3 UNQ2540/PRO6090	Homo sapiens (Human)	241
P49721	PSB2_HUMAN	reviewed	Proteasome subunit beta type-2 (EC 3.4.25.1) (Macropain subunit C7-I) (Multicatalytic endopeptidase complex subunit C7-I) (Proteasome component C7-I)	PSMB2	Homo sapiens (Human)	201
Q8TAA3	PSMA8_HUMAN	reviewed	Proteasome subunit alpha-type 8 (EC 3.4.25.1) (Proteasome subunit alpha-type 7-like)	PSMA8 PSMA7L	Homo sapiens (Human)	256
A8MTI9	PRS47_HUMAN	reviewed	Putative serine protease 47 (EC 3.4.21.-)	PRSS47	Homo sapiens (Human)	375
P10323	ACRO_HUMAN	reviewed	Acrosin (EC 3.4.21.10) [Cleaved into: Acrosin light chain; Acrosin heavy chain]	ACR ACRS	Homo sapiens (Human)	421
Q13444	ADA15_HUMAN	reviewed	Disintegrin and metalloproteinase domain-containing protein 15 (ADAM 15) (EC 3.4.24.-) (Metalloprotease RGD disintegrin protein) (Metalloproteinase-like, disintegrin-like, and cysteine-rich protein 15) (MDC-15) (Metargidin)	ADAM15 MDC15	Homo sapiens (Human)	863
P78536	ADA17_HUMAN	reviewed	Disintegrin and metalloproteinase domain-containing protein 17 (ADAM 17) (EC 3.4.24.86) (Snake venom-like protease) (TNF-alpha convertase) (TNF-alpha-converting enzyme) (CD antigen CD156b)	ADAM17 CSVP TACE	Homo sapiens (Human)	824
P13798	ACPH_HUMAN	reviewed	Acylamino-acid-releasing enzyme (AARE) (EC 3.4.19.1) (Acyl-peptide hydrolase) (APH) (Acylaminoacyl-peptidase) (Oxidized protein hydrolase) (OPH)	APEH D3F15S2 D3S48E DNF15S2	Homo sapiens (Human)	732
Q9UKQ2	ADA28_HUMAN	reviewed	Disintegrin and metalloproteinase domain-containing protein 28 (ADAM 28) (EC 3.4.24.-) (Epididymal metalloproteinase-like, disintegrin-like, and cysteine-rich protein II) (eMDC II) (Metalloproteinase-like, disintegrin-like, and cysteine-rich protein L) (MDC-L)	ADAM28 ADAM23 MDCL	Homo sapiens (Human)	775
Q8N6M6	AMPO_HUMAN	reviewed	Aminopeptidase O (AP-O) (EC 3.4.11.-)	AOPEP C9orf3 ONPEP	Homo sapiens (Human)	819
Q86W34	AMZ2_HUMAN	reviewed	Archaemetzincin-2 (EC 3.4.-.-) (Archeobacterial metalloproteinase-like protein 2)	AMZ2 BM-014	Homo sapiens (Human)	360
Q9H4A4	AMPB_HUMAN	reviewed	Aminopeptidase B (AP-B) (EC 3.4.11.6) (Arginine aminopeptidase) (Arginyl aminopeptidase)	RNPEP APB	Homo sapiens (Human)	650
P08519	APOA_HUMAN	reviewed	Apolipoprotein(a) (Apo(a)) (Lp(a)) (EC 3.4.21.-)	LPA	Homo sapiens (Human)	4548
P15144	AMPN_HUMAN	reviewed	Aminopeptidase N (AP-N) (hAPN) (EC 3.4.11.2) (Alanyl aminopeptidase) (Aminopeptidase M) (AP-M) (Microsomal aminopeptidase) (Myeloid plasma membrane glycoprotein CD13) (gp150) (CD antigen CD13)	ANPEP APN CD13 PEPN	Homo sapiens (Human)	967
Q07075	AMPE_HUMAN	reviewed	Glutamyl aminopeptidase (EAP) (EC 3.4.11.7) (Aminopeptidase A) (AP-A) (Differentiation antigen gp160) (CD antigen CD249)	ENPEP	Homo sapiens (Human)	957
O14672	ADA10_HUMAN	reviewed	Disintegrin and metalloproteinase domain-containing protein 10 (ADAM 10) (EC 3.4.24.81) (CDw156) (Kuzbanian protein homolog) (Mammalian disintegrin-metalloprotease) (CD antigen CD156c)	ADAM10 KUZ MADM	Homo sapiens (Human)	748
P12821	ACE_HUMAN	reviewed	Angiotensin-converting enzyme (ACE) (EC 3.2.1.-) (EC 3.4.15.1) (Dipeptidyl carboxypeptidase I) (Kininase II) (CD antigen CD143) [Cleaved into: Angiotensin-converting enzyme, soluble form]	ACE DCP DCP1	Homo sapiens (Human)	1306
Q13443	ADAM9_HUMAN	reviewed	Disintegrin and metalloproteinase domain-containing protein 9 (ADAM 9) (EC 3.4.24.-) (Cellular disintegrin-related protein) (Meltrin-gamma) (Metalloprotease/disintegrin/cysteine-rich protein 9) (Myeloma cell metalloproteinase)	ADAM9 KIAA0021 MCMP MDC9 MLTNG	Homo sapiens (Human)	819
O15204	ADEC1_HUMAN	reviewed	ADAM DEC1 (EC 3.4.24.-) (A disintegrin and metalloproteinase domain-like protein decysin-1) (ADAM-like protein decysin-1)	ADAMDEC1	Homo sapiens (Human)	470
Q9H013	ADA19_HUMAN	reviewed	Disintegrin and metalloproteinase domain-containing protein 19 (ADAM 19) (EC 3.4.24.-) (Meltrin-beta) (Metalloprotease and disintegrin dendritic antigen marker) (MADDAM)	ADAM19 MLTNB FKSG34	Homo sapiens (Human)	955
P78325	ADAM8_HUMAN	reviewed	Disintegrin and metalloproteinase domain-containing protein 8 (ADAM 8) (EC 3.4.24.-) (Cell surface antigen MS2) (CD antigen CD156a)	ADAM8 MS2	Homo sapiens (Human)	824
O43506	ADA20_HUMAN	reviewed	Disintegrin and metalloproteinase domain-containing protein 20 (ADAM 20) (EC 3.4.24.-)	ADAM20	Homo sapiens (Human)	726
O43184	ADA12_HUMAN	reviewed	Disintegrin and metalloproteinase domain-containing protein 12 (ADAM 12) (EC 3.4.24.-) (Meltrin-alpha)	ADAM12 MLTN UNQ346/PRO545	Homo sapiens (Human)	909
Q9Y4W6	AFG32_HUMAN	reviewed	AFG3-like protein 2 (EC 3.4.24.-) (Paraplegin-like protein)	AFG3L2	Homo sapiens (Human)	797
Q9BZ11	ADA33_HUMAN	reviewed	Disintegrin and metalloproteinase domain-containing protein 33 (ADAM 33) (EC 3.4.24.-)	ADAM33 C20orf153 UNQ873/PRO1891	Homo sapiens (Human)	813
Q400G9	AMZ1_HUMAN	reviewed	Archaemetzincin-1 (EC 3.4.-.-) (Archeobacterial metalloproteinase-like protein 1)	AMZ1 KIAA1950	Homo sapiens (Human)	498
P28838	AMPL_HUMAN	reviewed	Cytosol aminopeptidase (EC 3.4.11.1) (Leucine aminopeptidase 3) (LAP-3) (Leucyl aminopeptidase) (Peptidase S) (Proline aminopeptidase) (EC 3.4.11.5) (Prolyl aminopeptidase)	LAP3 LAPEP PEPS	Homo sapiens (Human)	519
Q6Q4G3	AMPQ_HUMAN	reviewed	Aminopeptidase Q (AP-Q) (APQ) (EC 3.4.11.-) (CHL2 antigen) (Laeverin)	LVRN AQPEP	Homo sapiens (Human)	990
Q9NP73	ALG13_HUMAN	reviewed	Putative bifunctional UDP-N-acetylglucosamine transferase and deubiquitinase ALG13 (EC 2.4.1.141) (EC 3.4.19.12) (Asparagine-linked glycosylation 13 homolog) (Glycosyltransferase 28 domain-containing protein 1) (UDP-N-acetylglucosamine transferase subunit ALG13 homolog)	ALG13 CXorf45 GLT28D1 MDS031	Homo sapiens (Human)	1137
Q9UKJ8	ADA21_HUMAN	reviewed	Disintegrin and metalloproteinase domain-containing protein 21 (ADAM 21) (EC 3.4.24.-)	ADAM21	Homo sapiens (Human)	722
Q9UKF2	ADA30_HUMAN	reviewed	Disintegrin and metalloproteinase domain-containing protein 30 (ADAM 30) (EC 3.4.24.-)	ADAM30 UNQ2509/PRO5997	Homo sapiens (Human)	790
Q9BYF1	ACE2_HUMAN	reviewed	Angiotensin-converting enzyme 2 (EC 3.4.17.23) (ACE-related carboxypeptidase) (Angiotensin-converting enzyme homolog) (ACEH) (Metalloprotease MPROT15) [Cleaved into: Processed angiotensin-converting enzyme 2]	ACE2 UNQ868/PRO1885	Homo sapiens (Human)	805
Q9Y4P1	ATG4B_HUMAN	reviewed	Cysteine protease ATG4B (EC 3.4.22.-) (AUT-like 1 cysteine endopeptidase) (Autophagin-1) (Autophagy-related cysteine endopeptidase 1) (Autophagy-related protein 4 homolog B) (hAPG4B)	ATG4B APG4B AUTL1 KIAA0943	Homo sapiens (Human)	393
Q96DT6	ATG4C_HUMAN	reviewed	Cysteine protease ATG4C (EC 3.4.22.-) (AUT-like 3 cysteine endopeptidase) (Autophagin-3) (Autophagy-related cysteine endopeptidase 3) (Autophagy-related protein 4 homolog C)	ATG4C APG4C AUTL1 AUTL3	Homo sapiens (Human)	458
Q6HA08	ASTL_HUMAN	reviewed	Astacin-like metalloendopeptidase (EC 3.4.-.-) (Oocyte astacin) (Ovastacin)	ASTL	Homo sapiens (Human)	431
Q8WYN0	ATG4A_HUMAN	reviewed	Cysteine protease ATG4A (EC 3.4.22.-) (AUT-like 2 cysteine endopeptidase) (Autophagin-2) (Autophagy-related cysteine endopeptidase 2) (Autophagy-related protein 4 homolog A) (hAPG4A)	ATG4A APG4A AUTL2	Homo sapiens (Human)	398
Q86TL0	ATG4D_HUMAN	reviewed	Cysteine protease ATG4D (EC 3.4.22.-) (AUT-like 4 cysteine endopeptidase) (Autophagin-4) (Autophagy-related cysteine endopeptidase 4) (Autophagy-related protein 4 homolog D) [Cleaved into: Cysteine protease ATG4D, mitochondrial]	ATG4D APG4D AUTL4	Homo sapiens (Human)	474
O00487	PSDE_HUMAN	reviewed	26S proteasome non-ATPase regulatory subunit 14 (EC 3.4.19.-) (26S proteasome regulatory subunit RPN11) (26S proteasome-associated PAD1 homolog 1)	PSMD14 POH1	Homo sapiens (Human)	310
P16519	NEC2_HUMAN	reviewed	Neuroendocrine convertase 2 (NEC 2) (EC 3.4.21.94) (KEX2-like endoprotease 2) (Prohormone convertase 2) (Proprotein convertase 2) (PC2)	PCSK2 NEC2	Homo sapiens (Human)	638
P56730	NETR_HUMAN	reviewed	Neurotrypsin (EC 3.4.21.-) (Leydin) (Motopsin) (Serine protease 12)	PRSS12	Homo sapiens (Human)	875
P49810	PSN2_HUMAN	reviewed	Presenilin-2 (PS-2) (EC 3.4.23.-) (AD3LP) (AD5) (E5-1) (STM-2) [Cleaved into: Presenilin-2 NTF subunit; Presenilin-2 CTF subunit]	PSEN2 AD4 PS2 PSNL2 STM2	Homo sapiens (Human)	448
